Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid,Category,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,141,449 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,928,672 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GO,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,929,723 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,405,537 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,619,565 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,52,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,948,266 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,395,371 ",Medicine,,,,,,
Anthem,Clinical,NCCI,97140,Manual Therapy Tqs 1/> Regions Each 15 Minutes,CQ,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,277,236 ",Medicine,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,424,036 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,027,288 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,946,598 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,493,807 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,AI,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,796,195 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,146,174 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,699,682 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99401,Prevent Med Counsel&/Risk Factor Redj Spx 15 Min,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,039,459 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99401,Prevent Med Counsel&/Risk Factor Redj Spx 15 Min,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,719,015 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99401,Prevent Med Counsel&/Risk Factor Redj Spx 15 Min,CR,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,811,872 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99386,Initial Preventive Medicine New Patient 40-64Yrs,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,499,841 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,19371,PERI-IMPLANT CAPSULECTOMY BREAST COMPLETE,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,221,917 ",DME and Supplies,,,,,,
Anthem,Clinical,NCCI,19371,PERI-IMPLANT CAPSULECTOMY BREAST COMPLETE,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,882,256 ",DME and Supplies,,,,,,
Anthem,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,085,805 ",Radiology,,,,,,
Anthem,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,261,417 ",Radiology,,,,,,
Anthem,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,115,911 ",Radiology,,,,,,
Anthem,Clinical,NCCI,70450,Ct Head/Brain W/O Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,107,899 ",Radiology,,,,,,
Anthem,Clinical,NCCI,45385,Colsc Flx W/Rmvl Of Tumor Polyp Lesion Snare Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,110,083 ",Surgery,,,,,,
Anthem,Clinical,NCCI,45385,Colsc Flx W/Rmvl Of Tumor Polyp Lesion Snare Tq,SG,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,797,502 ",Surgery,,,,,,
Anthem,Clinical,NCCI,45385,Colsc Flx W/Rmvl Of Tumor Polyp Lesion Snare Tq,PT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,251,497 ",Surgery,,,,,,
Anthem,Clinical,NCCI,99397,Periodic Preventive Med Est Patient 65Yrs& Older,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,718,674 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99397,Periodic Preventive Med Est Patient 65Yrs& Older,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,110,562 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,58662,Laps Fulg/Exc Ovary Viscera/Peritoneal Surface,22,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,384,572 ",Surgery,,,,,,
Anthem,Clinical,NCCI,43255,Egd Transoral Control Bleeding Any Method,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,794,750 ",Surgery,,,,,,
Anthem,Clinical,NCCI,43255,Egd Transoral Control Bleeding Any Method,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,378,879 ",Surgery,,,,,,
Anthem,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,612,055 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,078,231 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,387,984 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,KX,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,950,182 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,717,286 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,908,853 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,13121,Repair Complex Scalp/Arm/Leg 2.6-7.5 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,449,848 ",Surgery,,,,,,
Anthem,Clinical,NCCI,13121,Repair Complex Scalp/Arm/Leg 2.6-7.5 Cm,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,729,693 ",Surgery,,,,,,
Anthem,Clinical,NCCI,45382,Colsc Flexible W/Control Bleeding Any Method,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,385,429 ",Surgery,,,,,,
Anthem,Clinical,NCCI,45384,Colsc Flx W/Removal Lesion By Hot Bx Forceps,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,146,414 ",Surgery,,,,,,
Anthem,Clinical,NCCI,45384,Colsc Flx W/Removal Lesion By Hot Bx Forceps,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,239,332 ",Surgery,,,,,,
Anthem,Clinical,NCCI,17250,Chemical Cauterization Of Granulation Tissue,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,574,876 ",Surgery,,,,,,
Anthem,Clinical,NCCI,17250,Chemical Cauterization Of Granulation Tissue,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,110,857 ",Surgery,,,,,,
Anthem,Clinical,NCCI,17250,Chemical Cauterization Of Granulation Tissue,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,175,604 ",Surgery,,,,,,
Anthem,Clinical,NCCI,99394,Periodic Preventive Med Est Patient 12-17Yrs,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,399,277 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,17004,Destruction Premalignant Lesion 15/>,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,348,865 ",Radiology,,,,,,
Anthem,Clinical,NCCI,17004,Destruction Premalignant Lesion 15/>,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,497,621 ",Radiology,,,,,,
Anthem,Clinical,NCCI,64483,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL 1 LEVEL,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,942,984 ",Surgery,,,,,,
Anthem,Clinical,NCCI,64483,NJX AA&/STRD TFRML EPI LUMBAR/SACRAL 1 LEVEL,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,384,856 ",Surgery,,,,,,
Anthem,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,821,187 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,827,964 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,910,320 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,340,687 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88342,Imhistochem/Cytchm 1St Antibody Stain Procedure,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,097,644 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,15823,Blepharoplasty Upper Eyelid W/Excessive Skin,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,030,850 ",Surgery,,,,,,
Anthem,Clinical,NCCI,15823,Blepharoplasty Upper Eyelid W/Excessive Skin,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,242,035 ",Surgery,,,,,,
Anthem,Clinical,NCCI,15823,Blepharoplasty Upper Eyelid W/Excessive Skin,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,164,307 ",Surgery,,,,,,
Anthem,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,517,579 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,116,003 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,895,659 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,156,668 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,88341,Imhistochem/Cytchm Ea Addl Antibody Slide,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,343,076 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,19370,REVISION PERI-IMPLANT CAPSULE BREAST,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,748,233 ",DME and Supplies,,,,,,
Anthem,Clinical,NCCI,12031,Repair Intermediate S/A/T/E 2.5 Cm/<,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,653,506 ",Surgery,,,,,,
Anthem,Clinical,NCCI,12031,Repair Intermediate S/A/T/E 2.5 Cm/<,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,665,028 ",Surgery,,,,,,
Anthem,Clinical,NCCI,87798,Iadna Nos Amplified Probe Tq Each Organism,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,028,946 ",Laboratory,,,,,,
Anthem,Clinical,NCCI,70544,Mra Head W/O Contrst Material,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,958,195 ",Radiology,,,,,,
Anthem,Clinical,NCCI,70544,Mra Head W/O Contrst Material,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,167,906 ",Radiology,,,,,,
Anthem,Clinical,NCCI,70544,Mra Head W/O Contrst Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,305,571 ",Radiology,,,,,,
Anthem,Clinical,NCCI,70544,Mra Head W/O Contrst Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,698,443 ",Radiology,,,,,,
Anthem,Clinical,NCCI,20526,Injection Therapeutic Carpal Tunnel,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,324,333 ",Drugs,,,,,,
Anthem,Clinical,NCCI,20526,Injection Therapeutic Carpal Tunnel,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,788,194 ",Drugs,,,,,,
Anthem,Clinical,NCCI,20526,Injection Therapeutic Carpal Tunnel,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,619,196 ",Drugs,,,,,,
Anthem,Clinical,NCCI,20526,Injection Therapeutic Carpal Tunnel,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,113,837 ",Drugs,,,,,,
Anthem,Clinical,NCCI,12052,Repair Intermediate F/E/E/N/L&/Muc 2.6-5.0 Cm,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,574,606 ",Surgery,,,,,,
Anthem,Clinical,NCCI,12052,Repair Intermediate F/E/E/N/L&/Muc 2.6-5.0 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,990,712 ",Surgery,,,,,,
Anthem,Clinical,NCCI,12052,Repair Intermediate F/E/E/N/L&/Muc 2.6-5.0 Cm,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,152,548 ",Surgery,,,,,,
Anthem,Clinical,NCCI,92228,IMG RETINA DETCJ/MNTR DS REM PHYS/QHP I&R UNI/BI,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,293,156 ",Medicine,,,,,,
Anthem,Clinical,NCCI,92228,IMG RETINA DETCJ/MNTR DS REM PHYS/QHP I&R UNI/BI,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,916,946 ",Medicine,,,,,,
Anthem,Clinical,NCCI,92228,IMG RETINA DETCJ/MNTR DS REM PHYS/QHP I&R UNI/BI,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,055,779 ",Medicine,,,,,,
Anthem,Clinical,NCCI,92228,IMG RETINA DETCJ/MNTR DS REM PHYS/QHP I&R UNI/BI,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,044,632 ",Medicine,,,,,,
Anthem,Clinical,NCCI,76815,Us Pregnant Uterus Limited 1/> Fetuses,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,620,246 ",Radiology,,,,,,
Anthem,Clinical,NCCI,76815,Us Pregnant Uterus Limited 1/> Fetuses,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,859,560 ",Radiology,,,,,,
Anthem,Clinical,NCCI,99205,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,282,095 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99205,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,873,518 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,99205,OFFICE/OUTPATIENT NEW HIGH MDM 60 MINUTES,AF,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,242,095 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,11042,Debridement Subcutaneous Tissue 20 Sq Cm/<,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,475,148 ",Surgery,,,,,,
Anthem,Clinical,NCCI,11042,Debridement Subcutaneous Tissue 20 Sq Cm/<,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,506,759 ",Surgery,,,,,,
Anthem,Clinical,NCCI,11042,Debridement Subcutaneous Tissue 20 Sq Cm/<,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,349,187 ",Surgery,,,,,,
Anthem,Clinical,NCCI,11042,Debridement Subcutaneous Tissue 20 Sq Cm/<,Q7,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,790,232 ",Surgery,,,,,,
Anthem,Clinical,NCCI,99177,Instrument Based Ocular Scr Bi W/Onsite Analysis,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,610,667 ",Evaluation and Management,,,,,,
Anthem,Clinical,NCCI,54512,Exc Xtrparenchymal Lesion Testis,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,512,878 ",Surgery,,,,,,
Anthem,Clinical,NCCI,54512,Exc Xtrparenchymal Lesion Testis,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,558,018 ",Surgery,,,,,,
